Type,Distribution,K,N,Dimensions,Time
Buckets,gaussian,10,524288,10,0.292655
Buckets,gaussian,25,524288,10,0.266645
Buckets,gaussian,50,524288,10,0.163089
Buckets,gaussian,75,524288,10,0.18512
Buckets,gaussian,100,524288,10,0.21413
Buckets,gaussian,125,524288,10,0.188116
Buckets,gaussian,150,524288,10,0.201344
Buckets,gaussian,175,524288,10,0.198609
Buckets,gaussian,200,524288,10,0.184299
Quad Tree,gaussian,10,524288,2,0.0904612
Quad Tree,gaussian,25,524288,2,0.0966339
Quad Tree,gaussian,50,524288,2,0.0998823
Quad Tree,gaussian,75,524288,2,0.105786
Quad Tree,gaussian,100,524288,2,0.099854
Quad Tree,gaussian,125,524288,2,0.115362
Quad Tree,gaussian,150,524288,2,0.117641
Quad Tree,gaussian,175,524288,2,0.107527
Quad Tree,gaussian,200,524288,2,0.10493
Buckets,gaussian,10,524288,2,0.0749886
Buckets,gaussian,25,524288,2,0.0960719
Buckets,gaussian,50,524288,2,0.0982612
Buckets,gaussian,75,524288,2,0.0908295
Buckets,gaussian,100,524288,2,0.0962224
Buckets,gaussian,125,524288,2,0.106755
Buckets,gaussian,150,524288,2,0.108246
Buckets,gaussian,175,524288,2,0.119651
Buckets,gaussian,200,524288,2,0.126187
Buckets,gaussian,10,524288,3,0.114745
Buckets,gaussian,25,524288,3,0.12365
Buckets,gaussian,50,524288,3,0.124707
Buckets,gaussian,75,524288,3,0.114818
Buckets,gaussian,100,524288,3,0.131519
Buckets,gaussian,125,524288,3,0.124132
Buckets,gaussian,150,524288,3,0.139743
Buckets,gaussian,175,524288,3,0.133812
Buckets,gaussian,200,524288,3,0.134787
Buckets,gaussian,10,524288,10,0.366962
Buckets,gaussian,25,524288,10,0.366902
Buckets,gaussian,50,524288,10,0.363736
Buckets,gaussian,75,524288,10,0.370011
Buckets,gaussian,100,524288,10,0.37726
Buckets,gaussian,125,524288,10,0.380563
Buckets,gaussian,150,524288,10,0.378187
Buckets,gaussian,175,524288,10,0.383355
Buckets,gaussian,200,524288,10,0.371879
Dumb,gaussian,10,1048576,2,2.18945
Dumb,gaussian,25,1048576,2,2.21175
Dumb,gaussian,50,1048576,2,2.1895
Dumb,gaussian,75,1048576,2,2.17812
Dumb,gaussian,100,1048576,2,2.21195
Dumb,gaussian,125,1048576,2,2.18505
Dumb,gaussian,150,1048576,2,2.20223
Dumb,gaussian,175,1048576,2,2.20732
Dumb,gaussian,200,1048576,2,2.17032
Buckets,gaussian,10,1048576,2,3.30528
Buckets,gaussian,25,1048576,2,2.22742
Buckets,gaussian,50,1048576,2,2.611
Buckets,gaussian,75,1048576,2,2.18766
Buckets,gaussian,100,1048576,2,3.25008
Buckets,gaussian,125,1048576,2,2.89985
Buckets,gaussian,150,1048576,2,2.7946
Buckets,gaussian,175,1048576,2,3.57574
Buckets,gaussian,200,1048576,2,3.45163
Buckets,gaussian,10,1048576,3,2.40062
Buckets,gaussian,25,1048576,3,2.29773
Buckets,gaussian,50,1048576,3,1.70879
Buckets,gaussian,75,1048576,3,1.99671
Buckets,gaussian,100,1048576,3,2.50156
Buckets,gaussian,125,1048576,3,2.1291
Buckets,gaussian,150,1048576,3,2.21599
Buckets,gaussian,175,1048576,3,1.46918
Buckets,gaussian,200,1048576,3,3.77831
Buckets,gaussian,10,1048576,10,0.473874
Buckets,gaussian,25,1048576,10,0.386955
Buckets,gaussian,50,1048576,10,0.466359
Buckets,gaussian,75,1048576,10,0.385609
Buckets,gaussian,100,1048576,10,0.380267
Buckets,gaussian,125,1048576,10,0.3115
Buckets,gaussian,150,1048576,10,9.71047
Buckets,gaussian,175,1048576,10,9.82806
Buckets,gaussian,200,1048576,10,0.385273
Quad Tree,gaussian,10,1048576,2,0.181365
Quad Tree,gaussian,25,1048576,2,0.197011
Quad Tree,gaussian,50,1048576,2,0.205977
Quad Tree,gaussian,75,1048576,2,0.213688
Quad Tree,gaussian,100,1048576,2,0.197292
Quad Tree,gaussian,125,1048576,2,0.217235
Quad Tree,gaussian,150,1048576,2,0.214649
Quad Tree,gaussian,175,1048576,2,0.22714
Quad Tree,gaussian,200,1048576,2,0.21951
Buckets,gaussian,10,1048576,2,0.145421
Buckets,gaussian,25,1048576,2,0.185153
Buckets,gaussian,50,1048576,2,0.154841
Buckets,gaussian,75,1048576,2,0.171635
Buckets,gaussian,100,1048576,2,0.18784
Buckets,gaussian,125,1048576,2,0.210809
Buckets,gaussian,150,1048576,2,0.198257
Buckets,gaussian,175,1048576,2,0.199828
Buckets,gaussian,200,1048576,2,0.219957
Buckets,gaussian,10,1048576,3,0.231479
Buckets,gaussian,25,1048576,3,0.237078
Buckets,gaussian,50,1048576,3,0.197405
Buckets,gaussian,75,1048576,3,0.246321
Buckets,gaussian,100,1048576,3,0.246093
Buckets,gaussian,125,1048576,3,0.242411
Buckets,gaussian,150,1048576,3,0.231287
Buckets,gaussian,175,1048576,3,0.231327
Buckets,gaussian,200,1048576,3,0.258149
Buckets,gaussian,10,1048576,10,0.738471
Buckets,gaussian,25,1048576,10,0.729326
Buckets,gaussian,50,1048576,10,0.735047
Buckets,gaussian,75,1048576,10,0.731246
Buckets,gaussian,100,1048576,10,0.736069
Buckets,gaussian,125,1048576,10,0.727604
Buckets,gaussian,150,1048576,10,0.73866
Buckets,gaussian,175,1048576,10,0.710404
Buckets,gaussian,200,1048576,10,0.742189
Dumb,gaussian,10,2097152,2,4.51494
Dumb,gaussian,25,2097152,2,4.61758
Dumb,gaussian,50,2097152,2,4.61039
Dumb,gaussian,75,2097152,2,4.62893
Dumb,gaussian,100,2097152,2,4.5933
Dumb,gaussian,125,2097152,2,4.62158
Dumb,gaussian,150,2097152,2,4.55396
Dumb,gaussian,175,2097152,2,4.66765
Dumb,gaussian,200,2097152,2,4.57372
Buckets,gaussian,10,2097152,2,5.9213
Buckets,gaussian,25,2097152,2,6.42642
Buckets,gaussian,50,2097152,2,7.82059
Buckets,gaussian,75,2097152,2,7.6264
Buckets,gaussian,100,2097152,2,6.88843
Buckets,gaussian,125,2097152,2,7.84831
Buckets,gaussian,150,2097152,2,6.70205
Buckets,gaussian,175,2097152,2,5.9798
Buckets,gaussian,200,2097152,2,7.34286
Buckets,gaussian,10,2097152,3,4.88705
Buckets,gaussian,25,2097152,3,6.91648
Buckets,gaussian,50,2097152,3,4.9638
Buckets,gaussian,75,2097152,3,7.59277
Buckets,gaussian,100,2097152,3,4.81238
Buckets,gaussian,125,2097152,3,7.68751
Buckets,gaussian,150,2097152,3,7.54469
Buckets,gaussian,175,2097152,3,6.40448
Buckets,gaussian,200,2097152,3,8.89364
Buckets,gaussian,10,2097152,10,1.54205
Buckets,gaussian,25,2097152,10,0.857286
Buckets,gaussian,50,2097152,10,1.1079
Buckets,gaussian,75,2097152,10,1.6175
Buckets,gaussian,100,2097152,10,0.908415
Buckets,gaussian,125,2097152,10,1.66153
Buckets,gaussian,150,2097152,10,1.3225
Buckets,gaussian,175,2097152,10,1.20052
Buckets,gaussian,200,2097152,10,1.24564
Quad Tree,gaussian,10,2097152,2,0.355219
Quad Tree,gaussian,25,2097152,2,0.356911
Quad Tree,gaussian,50,2097152,2,0.378404
Quad Tree,gaussian,75,2097152,2,0.376426
Quad Tree,gaussian,100,2097152,2,0.405598
Quad Tree,gaussian,125,2097152,2,0.38829
Quad Tree,gaussian,150,2097152,2,0.421731
Quad Tree,gaussian,175,2097152,2,0.376987
Quad Tree,gaussian,200,2097152,2,0.416389
Buckets,gaussian,10,2097152,2,0.320665
Buckets,gaussian,25,2097152,2,0.341364
Buckets,gaussian,50,2097152,2,0.353372
Buckets,gaussian,75,2097152,2,0.380042
Buckets,gaussian,100,2097152,2,0.384343
Buckets,gaussian,125,2097152,2,0.382093
Buckets,gaussian,150,2097152,2,0.390155
Buckets,gaussian,175,2097152,2,0.373372
Buckets,gaussian,200,2097152,2,0.411353
Buckets,gaussian,10,2097152,3,0.481902
Buckets,gaussian,25,2097152,3,0.323584
Buckets,gaussian,50,2097152,3,0.48228
Buckets,gaussian,75,2097152,3,0.494362
Buckets,gaussian,100,2097152,3,0.4974
Buckets,gaussian,125,2097152,3,0.476452
Buckets,gaussian,150,2097152,3,0.484499
Buckets,gaussian,175,2097152,3,0.502595
Buckets,gaussian,200,2097152,3,0.466908
Buckets,gaussian,10,2097152,10,1.55864
Buckets,gaussian,25,2097152,10,1.45703
Buckets,gaussian,50,2097152,10,1.45543
Buckets,gaussian,75,2097152,10,1.46166
Buckets,gaussian,100,2097152,10,1.46069
Buckets,gaussian,125,2097152,10,1.4657
Buckets,gaussian,150,2097152,10,1.46214
Buckets,gaussian,175,2097152,10,1.46155
Buckets,gaussian,200,2097152,10,1.46761
Dumb,uniform,10,1024,2,0.00107183
Dumb,uniform,25,1024,2,0.00106656
Dumb,uniform,50,1024,2,0.00109209
Dumb,uniform,75,1024,2,0.00108879
Dumb,uniform,100,1024,2,0.00125765
Dumb,uniform,125,1024,2,0.00123536
Dumb,uniform,150,1024,2,0.00132738
Dumb,uniform,175,1024,2,0.0010635
Dumb,uniform,200,1024,2,0.00108678
Buckets,uniform,10,1024,2,0.000158653
Buckets,uniform,25,1024,2,0.000158793
Buckets,uniform,50,1024,2,0.000196389
Buckets,uniform,75,1024,2,0.000231806
Buckets,uniform,100,1024,2,0.000167795
Buckets,uniform,125,1024,2,0.00247851
Buckets,uniform,150,1024,2,0.00236131
Buckets,uniform,175,1024,2,0.00238414
Buckets,uniform,200,1024,2,0.00247538
Buckets,uniform,10,1024,3,6.49583e-05
Buckets,uniform,25,1024,3,0.00113244
Buckets,uniform,50,1024,3,0.00339534
Buckets,uniform,75,1024,3,0.00330614
Buckets,uniform,100,1024,3,0.00343561
Buckets,uniform,125,1024,3,0.00320031
Buckets,uniform,150,1024,3,0.00342384
Buckets,uniform,175,1024,3,0.00414586
Buckets,uniform,200,1024,3,0.00351498
Buckets,uniform,10,1024,10,7.18985
Buckets,uniform,25,1024,10,7.01598
Buckets,uniform,50,1024,10,7.04232
Buckets,uniform,75,1024,10,7.01243
Buckets,uniform,100,1024,10,7.01378
Buckets,uniform,125,1024,10,7.02009
Buckets,uniform,150,1024,10,7.0077
Buckets,uniform,175,1024,10,7.02752
Buckets,uniform,200,1024,10,7.02469
Quad Tree,uniform,10,1024,2,0.000485556
Quad Tree,uniform,25,1024,2,0.000349028
Quad Tree,uniform,50,1024,2,0.000674986
Quad Tree,uniform,75,1024,2,0.000680002
Quad Tree,uniform,100,1024,2,0.000831064
Quad Tree,uniform,125,1024,2,0.00104253
Quad Tree,uniform,150,1024,2,0.00100157
Quad Tree,uniform,175,1024,2,0.00129025
Quad Tree,uniform,200,1024,2,0.00112854
KD Tree,uniform,10,1024,2,0.000360109
KD Tree,uniform,25,1024,2,0.000370602
KD Tree,uniform,50,1024,2,0.000605302
KD Tree,uniform,75,1024,2,0.000634789
KD Tree,uniform,100,1024,2,0.000718367
KD Tree,uniform,125,1024,2,0.000867609
KD Tree,uniform,150,1024,2,0.00103856
KD Tree,uniform,175,1024,2,0.000856928
KD Tree,uniform,200,1024,2,0.00117712
KD Tree,uniform,10,1024,3,0.00036585
KD Tree,uniform,25,1024,3,0.000398744
KD Tree,uniform,50,1024,3,0.000814009
KD Tree,uniform,75,1024,3,0.000852869
KD Tree,uniform,100,1024,3,0.000712149
KD Tree,uniform,125,1024,3,0.00125409
KD Tree,uniform,150,1024,3,0.000963907
KD Tree,uniform,175,1024,3,0.00122396
KD Tree,uniform,200,1024,3,0.00137008
KD Tree,uniform,10,1024,10,0.000924806
KD Tree,uniform,25,1024,10,0.0011199
KD Tree,uniform,50,1024,10,0.00190961
KD Tree,uniform,75,1024,10,0.00218561
KD Tree,uniform,100,1024,10,0.00256153
KD Tree,uniform,125,1024,10,0.00282679
KD Tree,uniform,150,1024,10,0.00349566
KD Tree,uniform,175,1024,10,0.00329493
KD Tree,uniform,200,1024,10,0.00379608
Dumb,uniform,10,2048,2,0.00240076
Dumb,uniform,25,2048,2,0.00239633
Dumb,uniform,50,2048,2,0.00250599
Dumb,uniform,75,2048,2,0.0024769
Dumb,uniform,100,2048,2,0.00234733
Dumb,uniform,125,2048,2,0.00240575
Dumb,uniform,150,2048,2,0.00239276
Dumb,uniform,175,2048,2,0.00239784
Dumb,uniform,200,2048,2,0.00233247
Buckets,uniform,10,2048,2,0.000493702
Buckets,uniform,25,2048,2,0.000464546
Buckets,uniform,50,2048,2,0.000546843
Buckets,uniform,75,2048,2,0.000362264
Buckets,uniform,100,2048,2,0.000474812
Buckets,uniform,125,2048,2,0.000428008
Buckets,uniform,150,2048,2,0.000399526
Buckets,uniform,175,2048,2,0.00204761
Buckets,uniform,200,2048,2,0.000490609
Buckets,uniform,10,2048,3,0.000150052
Buckets,uniform,25,2048,3,0.00241126
Buckets,uniform,50,2048,3,0.002695
Buckets,uniform,75,2048,3,0.00727248
Buckets,uniform,100,2048,3,0.00736555
Buckets,uniform,125,2048,3,0.00744094
Buckets,uniform,150,2048,3,0.00725526
Buckets,uniform,175,2048,3,0.00707748
Buckets,uniform,200,2048,3,0.00728574
Buckets,uniform,10,2048,10,7.12502
Buckets,uniform,25,2048,10,7.02078
Buckets,uniform,50,2048,10,7.0308
Buckets,uniform,75,2048,10,7.03434
Buckets,uniform,100,2048,10,7.02134
Buckets,uniform,125,2048,10,7.02086
Buckets,uniform,150,2048,10,7.02169
Buckets,uniform,175,2048,10,7.16779
Buckets,uniform,200,2048,10,7.0398
Quad Tree,uniform,10,2048,2,0.00109938
Quad Tree,uniform,25,2048,2,0.00115416
Quad Tree,uniform,50,2048,2,0.00136654
Quad Tree,uniform,75,2048,2,0.00153078
Quad Tree,uniform,100,2048,2,0.00104539
Quad Tree,uniform,125,2048,2,0.00170788
Quad Tree,uniform,150,2048,2,0.00125203
Quad Tree,uniform,175,2048,2,0.00188211
Quad Tree,uniform,200,2048,2,0.00231317
KD Tree,uniform,10,2048,2,0.000593054
KD Tree,uniform,25,2048,2,0.00119081
KD Tree,uniform,50,2048,2,0.000833916
KD Tree,uniform,75,2048,2,0.00145107
KD Tree,uniform,100,2048,2,0.00102777
KD Tree,uniform,125,2048,2,0.00120565
KD Tree,uniform,150,2048,2,0.00175338
KD Tree,uniform,175,2048,2,0.00195156
KD Tree,uniform,200,2048,2,0.00211364
KD Tree,uniform,10,2048,3,0.000627026
KD Tree,uniform,25,2048,3,0.000864943
KD Tree,uniform,50,2048,3,0.00126719
KD Tree,uniform,75,2048,3,0.0021351
KD Tree,uniform,100,2048,3,0.00173793
KD Tree,uniform,125,2048,3,0.00199147
KD Tree,uniform,150,2048,3,0.00162502
KD Tree,uniform,175,2048,3,0.00183497
KD Tree,uniform,200,2048,3,0.00242493
KD Tree,uniform,10,2048,10,0.00163724
KD Tree,uniform,25,2048,10,0.0019604
KD Tree,uniform,50,2048,10,0.0024782
KD Tree,uniform,75,2048,10,0.00289593
KD Tree,uniform,100,2048,10,0.00365212
KD Tree,uniform,125,2048,10,0.00396181
KD Tree,uniform,150,2048,10,0.00483871
KD Tree,uniform,175,2048,10,0.00478275
KD Tree,uniform,200,2048,10,0.0051142
Dumb,uniform,10,4096,2,0.00551166
Dumb,uniform,25,4096,2,0.00518721
Dumb,uniform,50,4096,2,0.005186
Dumb,uniform,75,4096,2,0.00498995
Dumb,uniform,100,4096,2,0.00539387
Dumb,uniform,125,4096,2,0.00511714
Dumb,uniform,150,4096,2,0.00500801
Dumb,uniform,175,4096,2,0.00508531
Dumb,uniform,200,4096,2,0.00515852
Buckets,uniform,10,4096,2,0.00105881
Buckets,uniform,25,4096,2,0.00122235
Buckets,uniform,50,4096,2,0.00102392
Buckets,uniform,75,4096,2,0.000991104
Buckets,uniform,100,4096,2,0.00104246
Buckets,uniform,125,4096,2,0.00118811
Buckets,uniform,150,4096,2,0.000969153
Buckets,uniform,175,4096,2,0.0011692
Buckets,uniform,200,4096,2,0.000957419
Buckets,uniform,10,4096,3,0.00038314
Buckets,uniform,25,4096,3,0.000321416
Buckets,uniform,50,4096,3,0.000336749
Buckets,uniform,75,4096,3,0.0052898
Buckets,uniform,100,4096,3,0.00522386
Buckets,uniform,125,4096,3,0.0157007
Buckets,uniform,150,4096,3,0.0156917
Buckets,uniform,175,4096,3,0.0175047
Buckets,uniform,200,4096,3,0.015685
Buckets,uniform,10,4096,10,7.16194
Buckets,uniform,25,4096,10,7.06515
Buckets,uniform,50,4096,10,7.0581
Buckets,uniform,75,4096,10,7.05543
Buckets,uniform,100,4096,10,7.06656
Buckets,uniform,125,4096,10,7.12953
Buckets,uniform,150,4096,10,7.05968
Buckets,uniform,175,4096,10,7.06734
Buckets,uniform,200,4096,10,7.04989
Quad Tree,uniform,10,4096,2,0.00122975
Quad Tree,uniform,25,4096,2,0.00175013
Quad Tree,uniform,50,4096,2,0.00174243
Quad Tree,uniform,75,4096,2,0.0023266
Quad Tree,uniform,100,4096,2,0.00243067
Quad Tree,uniform,125,4096,2,0.00257723
Quad Tree,uniform,150,4096,2,0.00299154
Quad Tree,uniform,175,4096,2,0.00247541
Quad Tree,uniform,200,4096,2,0.00350408
KD Tree,uniform,10,4096,2,0.000971609
KD Tree,uniform,25,4096,2,0.00124392
KD Tree,uniform,50,4096,2,0.00209461
KD Tree,uniform,75,4096,2,0.00175213
KD Tree,uniform,100,4096,2,0.00161334
KD Tree,uniform,125,4096,2,0.00255561
KD Tree,uniform,150,4096,2,0.00245186
KD Tree,uniform,175,4096,2,0.00286927
KD Tree,uniform,200,4096,2,0.00303017
KD Tree,uniform,10,4096,3,0.0011437
KD Tree,uniform,25,4096,3,0.0014419
KD Tree,uniform,50,4096,3,0.00147385
KD Tree,uniform,75,4096,3,0.00218508
KD Tree,uniform,100,4096,3,0.00310182
KD Tree,uniform,125,4096,3,0.00284831
KD Tree,uniform,150,4096,3,0.00284297
KD Tree,uniform,175,4096,3,0.00215617
KD Tree,uniform,200,4096,3,0.00330338
KD Tree,uniform,10,4096,10,0.00317871
KD Tree,uniform,25,4096,10,0.00376208
KD Tree,uniform,50,4096,10,0.00415997
KD Tree,uniform,75,4096,10,0.0050762
KD Tree,uniform,100,4096,10,0.00591693
KD Tree,uniform,125,4096,10,0.00640375
KD Tree,uniform,150,4096,10,0.00634046
KD Tree,uniform,175,4096,10,0.00833583
KD Tree,uniform,200,4096,10,0.00831931
Dumb,uniform,10,8192,2,0.0115895
Dumb,uniform,25,8192,2,0.0113038
Dumb,uniform,50,8192,2,0.0113033
Dumb,uniform,75,8192,2,0.0110422
Dumb,uniform,100,8192,2,0.0113592
Dumb,uniform,125,8192,2,0.0111595
Dumb,uniform,150,8192,2,0.0113408
Dumb,uniform,175,8192,2,0.0112938
Dumb,uniform,200,8192,2,0.0110239
Buckets,uniform,10,8192,2,0.00269817
Buckets,uniform,25,8192,2,0.00231211
Buckets,uniform,50,8192,2,0.00194082
Buckets,uniform,75,8192,2,0.00218837
Buckets,uniform,100,8192,2,0.00214427
Buckets,uniform,125,8192,2,0.00181412
Buckets,uniform,150,8192,2,0.0018218
Buckets,uniform,175,8192,2,0.00226824
Buckets,uniform,200,8192,2,0.00226978
Buckets,uniform,10,8192,3,0.000727758
Buckets,uniform,25,8192,3,0.000742996
Buckets,uniform,50,8192,3,0.000798997
Buckets,uniform,75,8192,3,0.0008004
Buckets,uniform,100,8192,3,0.000665912
Buckets,uniform,125,8192,3,0.0117135
Buckets,uniform,150,8192,3,0.000671937
Buckets,uniform,175,8192,3,0.000833856
Buckets,uniform,200,8192,3,0.000961157
Buckets,uniform,10,8192,10,7.19105
Buckets,uniform,25,8192,10,7.12093
Buckets,uniform,50,8192,10,7.30081
Buckets,uniform,75,8192,10,7.22254
Buckets,uniform,100,8192,10,7.14135
Buckets,uniform,125,8192,10,7.21724
Buckets,uniform,150,8192,10,7.21985
Buckets,uniform,175,8192,10,7.11544
Buckets,uniform,200,8192,10,7.11336
Quad Tree,uniform,10,8192,2,0.00182869
Quad Tree,uniform,25,8192,2,0.00214184
Quad Tree,uniform,50,8192,2,0.00314309
Quad Tree,uniform,75,8192,2,0.00332922
Quad Tree,uniform,100,8192,2,0.00321776
Quad Tree,uniform,125,8192,2,0.00365252
Quad Tree,uniform,150,8192,2,0.00500576
Quad Tree,uniform,175,8192,2,0.00554965
Quad Tree,uniform,200,8192,2,0.00580429
KD Tree,uniform,10,8192,2,0.00195225
KD Tree,uniform,25,8192,2,0.00216912
KD Tree,uniform,50,8192,2,0.00312264
KD Tree,uniform,75,8192,2,0.00365172
KD Tree,uniform,100,8192,2,0.00375727
KD Tree,uniform,125,8192,2,0.00317175
KD Tree,uniform,150,8192,2,0.00396235
KD Tree,uniform,175,8192,2,0.00379515
KD Tree,uniform,200,8192,2,0.00292101
KD Tree,uniform,10,8192,3,0.00212766
KD Tree,uniform,25,8192,3,0.00244857
KD Tree,uniform,50,8192,3,0.00273425
KD Tree,uniform,75,8192,3,0.00374412
KD Tree,uniform,100,8192,3,0.00310114
KD Tree,uniform,125,8192,3,0.00379056
KD Tree,uniform,150,8192,3,0.00481207
KD Tree,uniform,175,8192,3,0.00503203
KD Tree,uniform,200,8192,3,0.0052313
KD Tree,uniform,10,8192,10,0.00619861
KD Tree,uniform,25,8192,10,0.00655827
KD Tree,uniform,50,8192,10,0.00798792
KD Tree,uniform,75,8192,10,0.00807689
KD Tree,uniform,100,8192,10,0.00910268
KD Tree,uniform,125,8192,10,0.00956866
KD Tree,uniform,150,8192,10,0.00987708
KD Tree,uniform,175,8192,10,0.0104373
KD Tree,uniform,200,8192,10,0.0128699
Dumb,uniform,10,16384,2,0.023964
Dumb,uniform,25,16384,2,0.0239838
Dumb,uniform,50,16384,2,0.0242807
Dumb,uniform,75,16384,2,0.0240838
Dumb,uniform,100,16384,2,0.0240283
Dumb,uniform,125,16384,2,0.0242245
Dumb,uniform,150,16384,2,0.023741
Dumb,uniform,175,16384,2,0.0239601
Dumb,uniform,200,16384,2,0.0239374
Buckets,uniform,10,16384,2,0.00572894
Buckets,uniform,25,16384,2,0.0053807
Buckets,uniform,50,16384,2,0.0030312
Buckets,uniform,75,16384,2,0.00480272
Buckets,uniform,100,16384,2,0.00487714
Buckets,uniform,125,16384,2,0.00376799
Buckets,uniform,150,16384,2,0.00418546
Buckets,uniform,175,16384,2,0.00531048
Buckets,uniform,200,16384,2,0.00349334
Buckets,uniform,10,16384,3,0.00108862
Buckets,uniform,25,16384,3,0.00198695
Buckets,uniform,50,16384,3,0.00165869
Buckets,uniform,75,16384,3,0.00158467
Buckets,uniform,100,16384,3,0.00184116
Buckets,uniform,125,16384,3,0.00123036
Buckets,uniform,150,16384,3,0.000941178
Buckets,uniform,175,16384,3,0.00137716
Buckets,uniform,200,16384,3,0.00197755
Buckets,uniform,10,16384,10,7.4188
Buckets,uniform,25,16384,10,7.23957
Buckets,uniform,50,16384,10,7.30871
Buckets,uniform,75,16384,10,7.24696
Buckets,uniform,100,16384,10,7.23747
Buckets,uniform,125,16384,10,7.24836
Buckets,uniform,150,16384,10,7.24961
Buckets,uniform,175,16384,10,7.25867
Buckets,uniform,200,16384,10,7.23459
Quad Tree,uniform,10,16384,2,0.00322928
Quad Tree,uniform,25,16384,2,0.00418117
Quad Tree,uniform,50,16384,2,0.00465764
Quad Tree,uniform,75,16384,2,0.00570285
Quad Tree,uniform,100,16384,2,0.00527656
Quad Tree,uniform,125,16384,2,0.00459375
Quad Tree,uniform,150,16384,2,0.00714357
Quad Tree,uniform,175,16384,2,0.00697875
Quad Tree,uniform,200,16384,2,0.0090119
KD Tree,uniform,10,16384,2,0.0031463
KD Tree,uniform,25,16384,2,0.00399464
KD Tree,uniform,50,16384,2,0.00406341
KD Tree,uniform,75,16384,2,0.00662587
KD Tree,uniform,100,16384,2,0.00664005
KD Tree,uniform,125,16384,2,0.00734102
KD Tree,uniform,150,16384,2,0.00951345
KD Tree,uniform,175,16384,2,0.00635044
KD Tree,uniform,200,16384,2,0.00689812
KD Tree,uniform,10,16384,3,0.00388881
KD Tree,uniform,25,16384,3,0.00389621
KD Tree,uniform,50,16384,3,0.00501514
KD Tree,uniform,75,16384,3,0.00572058
KD Tree,uniform,100,16384,3,0.00689103
KD Tree,uniform,125,16384,3,0.00626751
KD Tree,uniform,150,16384,3,0.00796834
KD Tree,uniform,175,16384,3,0.0066025
KD Tree,uniform,200,16384,3,0.00753541
KD Tree,uniform,10,16384,10,0.0113425
KD Tree,uniform,25,16384,10,0.0122184
KD Tree,uniform,50,16384,10,0.0130549
KD Tree,uniform,75,16384,10,0.0136158
KD Tree,uniform,100,16384,10,0.0156762
KD Tree,uniform,125,16384,10,0.0159869
KD Tree,uniform,150,16384,10,0.0167768
KD Tree,uniform,175,16384,10,0.0173913
KD Tree,uniform,200,16384,10,0.0175058
Dumb,uniform,10,32768,2,0.0518828
Dumb,uniform,25,32768,2,0.0507151
Dumb,uniform,50,32768,2,0.0515137
Dumb,uniform,75,32768,2,0.0520796
Dumb,uniform,100,32768,2,0.0497436
Dumb,uniform,125,32768,2,0.0515699
Dumb,uniform,150,32768,2,0.0518359
Dumb,uniform,175,32768,2,0.0523848
Dumb,uniform,200,32768,2,0.0517737
Buckets,uniform,10,32768,2,0.0107012
Buckets,uniform,25,32768,2,0.0110305
Buckets,uniform,50,32768,2,0.00836435
Buckets,uniform,75,32768,2,0.0113785
Buckets,uniform,100,32768,2,0.0104923
Buckets,uniform,125,32768,2,0.0112747
Buckets,uniform,150,32768,2,0.0109861
Buckets,uniform,175,32768,2,0.0105039
Buckets,uniform,200,32768,2,0.0108847
Buckets,uniform,10,32768,3,0.00377397
Buckets,uniform,25,32768,3,0.00318307
Buckets,uniform,50,32768,3,0.00421605
Buckets,uniform,75,32768,3,0.00339188
Buckets,uniform,100,32768,3,0.00369808
Buckets,uniform,125,32768,3,0.00296476
Buckets,uniform,150,32768,3,0.00332037
Buckets,uniform,175,32768,3,0.00288126
Buckets,uniform,200,32768,3,0.00325106
Buckets,uniform,10,32768,10,7.59553
Buckets,uniform,25,32768,10,7.50775
Buckets,uniform,50,32768,10,7.50937
Buckets,uniform,75,32768,10,7.50894
Buckets,uniform,100,32768,10,7.51592
Buckets,uniform,125,32768,10,7.50607
Buckets,uniform,150,32768,10,7.61464
Buckets,uniform,175,32768,10,7.58878
Buckets,uniform,200,32768,10,7.67551
Quad Tree,uniform,10,32768,2,0.00669977
Quad Tree,uniform,25,32768,2,0.00799139
Quad Tree,uniform,50,32768,2,0.0074676
Quad Tree,uniform,75,32768,2,0.01014
Quad Tree,uniform,100,32768,2,0.0117593
Quad Tree,uniform,125,32768,2,0.0106684
Quad Tree,uniform,150,32768,2,0.012861
Quad Tree,uniform,175,32768,2,0.0135934
Quad Tree,uniform,200,32768,2,0.0132363
KD Tree,uniform,10,32768,2,0.00637998
KD Tree,uniform,25,32768,2,0.00731045
KD Tree,uniform,50,32768,2,0.00827364
KD Tree,uniform,75,32768,2,0.0108111
KD Tree,uniform,100,32768,2,0.0122342
KD Tree,uniform,125,32768,2,0.013868
KD Tree,uniform,150,32768,2,0.011015
KD Tree,uniform,175,32768,2,0.0123885
KD Tree,uniform,200,32768,2,0.0153516
KD Tree,uniform,10,32768,3,0.00833576
KD Tree,uniform,25,32768,3,0.00819433
KD Tree,uniform,50,32768,3,0.00899765
KD Tree,uniform,75,32768,3,0.0105117
KD Tree,uniform,100,32768,3,0.0108348
KD Tree,uniform,125,32768,3,0.00937361
KD Tree,uniform,150,32768,3,0.0116778
KD Tree,uniform,175,32768,3,0.0122482
KD Tree,uniform,200,32768,3,0.0148664
KD Tree,uniform,10,32768,10,0.0240938
KD Tree,uniform,25,32768,10,0.0241813
KD Tree,uniform,50,32768,10,0.0255227
KD Tree,uniform,75,32768,10,0.0259947
