K,N,Dimensions,Time
3,128,2,0.000174067
3,256,2,0.000301583
3,512,2,0.000886168
3,1024,2,0.00233873
3,2048,2,0.00442799
3,4096,2,0.00807332
3,8192,2,0.0199492
3,16384,2,0.0462835
