Type,Distribution,K,N,Dimensions,Time
KD Tree,uniform,50,16384,3,0.0047745
KD Tree,uniform,75,16384,3,0.00531265
KD Tree,uniform,100,16384,3,0.00785832
KD Tree,uniform,125,16384,3,0.00761063
KD Tree,uniform,150,16384,3,0.0066764
KD Tree,uniform,175,16384,3,0.00755315
KD Tree,uniform,200,16384,3,0.00955236
KD Tree,uniform,10,16384,10,0.0117004
KD Tree,uniform,25,16384,10,0.0122631
KD Tree,uniform,50,16384,10,0.0135178
KD Tree,uniform,75,16384,10,0.0142824
KD Tree,uniform,100,16384,10,0.0154822
KD Tree,uniform,125,16384,10,0.0156939
KD Tree,uniform,150,16384,10,0.0176277
KD Tree,uniform,175,16384,10,0.0182478
KD Tree,uniform,200,16384,10,0.0173541
Dumb,uniform,10,32768,2,0.0510383
Dumb,uniform,25,32768,2,0.0510874
Dumb,uniform,50,32768,2,0.0534538
Dumb,uniform,75,32768,2,0.0521714
Dumb,uniform,100,32768,2,0.0510525
Dumb,uniform,125,32768,2,0.051833
Dumb,uniform,150,32768,2,0.0515029
Dumb,uniform,175,32768,2,0.0513569
Dumb,uniform,200,32768,2,0.0501855
Buckets,uniform,10,32768,2,0.0120365
Buckets,uniform,25,32768,2,0.00884635
Buckets,uniform,50,32768,2,0.010225
Buckets,uniform,75,32768,2,0.0114144
Buckets,uniform,100,32768,2,0.00849696
Buckets,uniform,125,32768,2,0.00993949
Buckets,uniform,150,32768,2,0.00916819
Buckets,uniform,175,32768,2,0.00976125
Buckets,uniform,200,32768,2,0.0119033
Buckets,uniform,10,32768,3,0.00483202
Buckets,uniform,25,32768,3,0.00312206
Buckets,uniform,50,32768,3,0.00273332
Buckets,uniform,75,32768,3,0.00354387
Buckets,uniform,100,32768,3,0.00149516
Buckets,uniform,125,32768,3,0.00368834
Buckets,uniform,150,32768,3,0.00333741
Buckets,uniform,175,32768,3,0.00178158
Buckets,uniform,200,32768,3,0.00378323
Buckets,uniform,10,32768,10,7.55647
Buckets,uniform,25,32768,10,7.51973
Buckets,uniform,50,32768,10,7.53569
Buckets,uniform,75,32768,10,7.52442
Buckets,uniform,100,32768,10,7.51886
Buckets,uniform,125,32768,10,7.50312
Buckets,uniform,150,32768,10,7.51802
Buckets,uniform,175,32768,10,7.54396
Buckets,uniform,200,32768,10,7.52759
Quad Tree,uniform,10,32768,2,0.00655105
Quad Tree,uniform,25,32768,2,0.00795198
Quad Tree,uniform,50,32768,2,0.00707718
Quad Tree,uniform,75,32768,2,0.0100491
Quad Tree,uniform,100,32768,2,0.0116861
Quad Tree,uniform,125,32768,2,0.0119318
Quad Tree,uniform,150,32768,2,0.0124555
Quad Tree,uniform,175,32768,2,0.0129394
Quad Tree,uniform,200,32768,2,0.0110863
KD Tree,uniform,10,32768,2,0.00638854
KD Tree,uniform,25,32768,2,0.0073512
KD Tree,uniform,50,32768,2,0.0072938
KD Tree,uniform,75,32768,2,0.0104293
KD Tree,uniform,100,32768,2,0.0116834
KD Tree,uniform,125,32768,2,0.0101484
KD Tree,uniform,150,32768,2,0.0120036
KD Tree,uniform,175,32768,2,0.011675
KD Tree,uniform,200,32768,2,0.0158936
KD Tree,uniform,10,32768,3,0.00778616
KD Tree,uniform,25,32768,3,0.00801411
KD Tree,uniform,50,32768,3,0.00965944
KD Tree,uniform,75,32768,3,0.011062
KD Tree,uniform,100,32768,3,0.010106
KD Tree,uniform,125,32768,3,0.0128392
KD Tree,uniform,150,32768,3,0.010137
KD Tree,uniform,175,32768,3,0.0131364
KD Tree,uniform,200,32768,3,0.0115465
KD Tree,uniform,10,32768,10,0.0232114
KD Tree,uniform,25,32768,10,0.0234044
KD Tree,uniform,50,32768,10,0.0246531
KD Tree,uniform,75,32768,10,0.0259676
KD Tree,uniform,100,32768,10,0.0273941
KD Tree,uniform,125,32768,10,0.0283624
KD Tree,uniform,150,32768,10,0.0316535
KD Tree,uniform,175,32768,10,0.0326419
KD Tree,uniform,200,32768,10,0.0311921
Dumb,uniform,10,65536,2,0.110046
Dumb,uniform,25,65536,2,0.110568
Dumb,uniform,50,65536,2,0.110266
Dumb,uniform,75,65536,2,0.109992
Dumb,uniform,100,65536,2,0.109007
Dumb,uniform,125,65536,2,0.10947
Dumb,uniform,150,65536,2,0.110029
Dumb,uniform,175,65536,2,0.110368
Dumb,uniform,200,65536,2,0.107318
Buckets,uniform,10,65536,2,0.019704
Buckets,uniform,25,65536,2,0.019332
Buckets,uniform,50,65536,2,0.0253569
Buckets,uniform,75,65536,2,0.0270453
Buckets,uniform,100,65536,2,0.0228523
Buckets,uniform,125,65536,2,0.0201138
Buckets,uniform,150,65536,2,0.0217125
Buckets,uniform,175,65536,2,0.0244178
Buckets,uniform,200,65536,2,0.0172239
Buckets,uniform,10,65536,3,0.00859464
Buckets,uniform,25,65536,3,0.00448774
Buckets,uniform,50,65536,3,0.0084524
Buckets,uniform,75,65536,3,0.00718521
Buckets,uniform,100,65536,3,0.00811006
Buckets,uniform,125,65536,3,0.00744416
Buckets,uniform,150,65536,3,0.00878172
Buckets,uniform,175,65536,3,0.00908363
Buckets,uniform,200,65536,3,0.00447096
Buckets,uniform,10,65536,10,8.13082
Buckets,uniform,25,65536,10,8.10632
Buckets,uniform,50,65536,10,8.07521
Buckets,uniform,75,65536,10,8.06881
Buckets,uniform,100,65536,10,8.07482
Buckets,uniform,125,65536,10,8.07323
Buckets,uniform,150,65536,10,8.07494
Buckets,uniform,175,65536,10,8.08661
Buckets,uniform,200,65536,10,8.08637
Quad Tree,uniform,10,65536,2,0.0119214
Quad Tree,uniform,25,65536,2,0.0140672
Quad Tree,uniform,50,65536,2,0.015462
Quad Tree,uniform,75,65536,2,0.0156894
Quad Tree,uniform,100,65536,2,0.0191706
Quad Tree,uniform,125,65536,2,0.0177491
Quad Tree,uniform,150,65536,2,0.0189888
Quad Tree,uniform,175,65536,2,0.0230517
Quad Tree,uniform,200,65536,2,0.0228611
KD Tree,uniform,10,65536,2,0.00982013
KD Tree,uniform,25,65536,2,0.0126476
KD Tree,uniform,50,65536,2,0.0159073
KD Tree,uniform,75,65536,2,0.0163369
KD Tree,uniform,100,65536,2,0.0186399
KD Tree,uniform,125,65536,2,0.0155505
KD Tree,uniform,150,65536,2,0.0208832
KD Tree,uniform,175,65536,2,0.021404
KD Tree,uniform,200,65536,2,0.0204625
KD Tree,uniform,10,65536,3,0.01549
KD Tree,uniform,25,65536,3,0.0158694
KD Tree,uniform,50,65536,3,0.0166519
KD Tree,uniform,75,65536,3,0.0178611
KD Tree,uniform,100,65536,3,0.0185749
KD Tree,uniform,125,65536,3,0.0195317
KD Tree,uniform,150,65536,3,0.0199726
KD Tree,uniform,175,65536,3,0.0219585
KD Tree,uniform,200,65536,3,0.023038
KD Tree,uniform,10,65536,10,0.0458101
KD Tree,uniform,25,65536,10,0.0473375
KD Tree,uniform,50,65536,10,0.048352
KD Tree,uniform,75,65536,10,0.0494248
KD Tree,uniform,100,65536,10,0.0475965
KD Tree,uniform,125,65536,10,0.0509506
KD Tree,uniform,150,65536,10,0.0530257
KD Tree,uniform,175,65536,10,0.0526837
KD Tree,uniform,200,65536,10,0.0574115
Dumb,uniform,10,131072,2,0.232323
Dumb,uniform,25,131072,2,0.233642
Dumb,uniform,50,131072,2,0.23313
Dumb,uniform,75,131072,2,0.2348
Dumb,uniform,100,131072,2,0.235001
Dumb,uniform,125,131072,2,0.233959
Dumb,uniform,150,131072,2,0.232504
Dumb,uniform,175,131072,2,0.231399
Dumb,uniform,200,131072,2,0.230013
Buckets,uniform,10,131072,2,0.0476888
Buckets,uniform,25,131072,2,0.0401161
Buckets,uniform,50,131072,2,0.0536072
Buckets,uniform,75,131072,2,0.0489563
Buckets,uniform,100,131072,2,0.0501425
Buckets,uniform,125,131072,2,0.0474853
Buckets,uniform,150,131072,2,0.0451776
Buckets,uniform,175,131072,2,0.0377727
Buckets,uniform,200,131072,2,0.0443185
Buckets,uniform,10,131072,3,0.011594
Buckets,uniform,25,131072,3,0.018366
Buckets,uniform,50,131072,3,0.010755
Buckets,uniform,75,131072,3,0.0187329
Buckets,uniform,100,131072,3,0.0159399
Buckets,uniform,125,131072,3,0.020655
Buckets,uniform,150,131072,3,0.0136611
Buckets,uniform,175,131072,3,0.015327
Buckets,uniform,200,131072,3,0.0102504
Buckets,uniform,10,131072,10,9.39056
Buckets,uniform,25,131072,10,9.29989
Buckets,uniform,50,131072,10,9.26927
Buckets,uniform,75,131072,10,9.27478
Buckets,uniform,100,131072,10,9.27107
Buckets,uniform,125,131072,10,9.30511
Buckets,uniform,150,131072,10,9.29025
Buckets,uniform,175,131072,10,9.26921
Buckets,uniform,200,131072,10,9.29828
Quad Tree,uniform,10,131072,2,0.024644
Quad Tree,uniform,25,131072,2,0.0260736
Quad Tree,uniform,50,131072,2,0.0290591
Quad Tree,uniform,75,131072,2,0.0286599
Quad Tree,uniform,100,131072,2,0.0313864
Quad Tree,uniform,125,131072,2,0.0367835
Quad Tree,uniform,150,131072,2,0.0329042
Quad Tree,uniform,175,131072,2,0.0395962
Quad Tree,uniform,200,131072,2,0.0415179
KD Tree,uniform,10,131072,2,0.0217867
KD Tree,uniform,25,131072,2,0.023976
KD Tree,uniform,50,131072,2,0.0274236
KD Tree,uniform,75,131072,2,0.0300979
KD Tree,uniform,100,131072,2,0.0330345
KD Tree,uniform,125,131072,2,0.0314209
KD Tree,uniform,150,131072,2,0.0388415
KD Tree,uniform,175,131072,2,0.0383055
KD Tree,uniform,200,131072,2,0.0399539
KD Tree,uniform,10,131072,3,0.0251745
KD Tree,uniform,25,131072,3,0.0313796
KD Tree,uniform,50,131072,3,0.0332442
KD Tree,uniform,75,131072,3,0.0341749
KD Tree,uniform,100,131072,3,0.0334795
KD Tree,uniform,125,131072,3,0.0305309
KD Tree,uniform,150,131072,3,0.0334152
KD Tree,uniform,175,131072,3,0.037157
KD Tree,uniform,200,131072,3,0.0395054
KD Tree,uniform,10,131072,10,0.0917173
KD Tree,uniform,25,131072,10,0.0923645
KD Tree,uniform,50,131072,10,0.092954
KD Tree,uniform,75,131072,10,0.0938141
KD Tree,uniform,100,131072,10,0.0972728
KD Tree,uniform,125,131072,10,0.0978879
KD Tree,uniform,150,131072,10,0.0935569
KD Tree,uniform,175,131072,10,0.100727
KD Tree,uniform,200,131072,10,0.100187
Dumb,uniform,10,262144,2,0.496395
Dumb,uniform,25,262144,2,0.496475
Dumb,uniform,50,262144,2,0.490581
Dumb,uniform,75,262144,2,0.49331
Dumb,uniform,100,262144,2,0.496876
Dumb,uniform,125,262144,2,0.492022
Dumb,uniform,150,262144,2,0.489953
Dumb,uniform,175,262144,2,0.494566
Dumb,uniform,200,262144,2,0.495746
Buckets,uniform,10,262144,2,0.0978809
Buckets,uniform,25,262144,2,0.119222
Buckets,uniform,50,262144,2,0.102291
Buckets,uniform,75,262144,2,0.104798
Buckets,uniform,100,262144,2,0.101461
Buckets,uniform,125,262144,2,0.102302
Buckets,uniform,150,262144,2,0.100369
Buckets,uniform,175,262144,2,0.0967122
Buckets,uniform,200,262144,2,0.0812792
Buckets,uniform,10,262144,3,0.034038
Buckets,uniform,25,262144,3,0.0317525
Buckets,uniform,50,262144,3,0.0351387
Buckets,uniform,75,262144,3,0.0254221
Buckets,uniform,100,262144,3,0.0327483
Buckets,uniform,125,262144,3,0.0303366
Buckets,uniform,150,262144,3,0.0319745
Buckets,uniform,175,262144,3,0.0368266
Buckets,uniform,200,262144,3,0.0297401
Buckets,uniform,10,262144,10,11.784
Buckets,uniform,25,262144,10,11.8046
Buckets,uniform,50,262144,10,11.8393
Buckets,uniform,75,262144,10,11.746
Buckets,uniform,100,262144,10,11.7815
Buckets,uniform,125,262144,10,11.8686
Buckets,uniform,150,262144,10,11.9158
Buckets,uniform,175,262144,10,11.8137
Buckets,uniform,200,262144,10,11.8416
Quad Tree,uniform,10,262144,2,0.0466293
Quad Tree,uniform,25,262144,2,0.0489462
Quad Tree,uniform,50,262144,2,0.0532195
Quad Tree,uniform,75,262144,2,0.0561022
Quad Tree,uniform,100,262144,2,0.0589478
Quad Tree,uniform,125,262144,2,0.0559754
Quad Tree,uniform,150,262144,2,0.0560829
Quad Tree,uniform,175,262144,2,0.0636482
Quad Tree,uniform,200,262144,2,0.0606605
KD Tree,uniform,10,262144,2,0.0410641
KD Tree,uniform,25,262144,2,0.0485699
KD Tree,uniform,50,262144,2,0.0528609
KD Tree,uniform,75,262144,2,0.0534587
KD Tree,uniform,100,262144,2,0.0569292
KD Tree,uniform,125,262144,2,0.0629774
KD Tree,uniform,150,262144,2,0.0622694
KD Tree,uniform,175,262144,2,0.0609537
KD Tree,uniform,200,262144,2,0.0618852
KD Tree,uniform,10,262144,3,0.0598581
KD Tree,uniform,25,262144,3,0.0619796
KD Tree,uniform,50,262144,3,0.0631185
KD Tree,uniform,75,262144,3,0.0641565
KD Tree,uniform,100,262144,3,0.0609363
KD Tree,uniform,125,262144,3,0.0611875
KD Tree,uniform,150,262144,3,0.0678667
KD Tree,uniform,175,262144,3,0.075815
KD Tree,uniform,200,262144,3,0.0650729
KD Tree,uniform,10,262144,10,0.18467
KD Tree,uniform,25,262144,10,0.184456
KD Tree,uniform,50,262144,10,0.183551
KD Tree,uniform,75,262144,10,0.187112
KD Tree,uniform,100,262144,10,0.204018
KD Tree,uniform,125,262144,10,0.197236
KD Tree,uniform,150,262144,10,0.19313
KD Tree,uniform,175,262144,10,0.194197
KD Tree,uniform,200,262144,10,0.192418
Dumb,uniform,10,524288,2,1.03848
Dumb,uniform,25,524288,2,1.04707
Dumb,uniform,50,524288,2,1.05498
Dumb,uniform,75,524288,2,1.05714
Dumb,uniform,100,524288,2,1.04719
Dumb,uniform,125,524288,2,1.03999
Dumb,uniform,150,524288,2,1.04592
Dumb,uniform,175,524288,2,1.04261
Dumb,uniform,200,524288,2,1.03331
Buckets,uniform,10,524288,2,0.224363
Buckets,uniform,25,524288,2,0.208934
Buckets,uniform,50,524288,2,0.214
Buckets,uniform,75,524288,2,0.242902
Buckets,uniform,100,524288,2,0.224483
Buckets,uniform,125,524288,2,0.232939
Buckets,uniform,150,524288,2,0.243291
Buckets,uniform,175,524288,2,0.219507
Buckets,uniform,200,524288,2,0.196323
Buckets,uniform,10,524288,3,0.0634982
Buckets,uniform,25,524288,3,0.0740921
Buckets,uniform,50,524288,3,0.0837803
Buckets,uniform,75,524288,3,0.0867347
Buckets,uniform,100,524288,3,0.0703069
Buckets,uniform,125,524288,3,0.0760238
Buckets,uniform,150,524288,3,0.0765007
Buckets,uniform,175,524288,3,0.0682259
Buckets,uniform,200,524288,3,0.0738231
Buckets,uniform,10,524288,10,17.0201
Buckets,uniform,25,524288,10,17.0991
Buckets,uniform,50,524288,10,17.0774
Buckets,uniform,75,524288,10,17.0773
Buckets,uniform,100,524288,10,17.2845
Buckets,uniform,125,524288,10,17.1808
Buckets,uniform,150,524288,10,17.2669
Buckets,uniform,175,524288,10,17.1997
Buckets,uniform,200,524288,10,17.0097
Quad Tree,uniform,10,524288,2,0.0935945
Quad Tree,uniform,25,524288,2,0.0963632
Quad Tree,uniform,50,524288,2,0.101898
Quad Tree,uniform,75,524288,2,0.103757
Quad Tree,uniform,100,524288,2,0.108598
Quad Tree,uniform,125,524288,2,0.106297
Quad Tree,uniform,150,524288,2,0.119694
Quad Tree,uniform,175,524288,2,0.120161
Quad Tree,uniform,200,524288,2,0.121698
KD Tree,uniform,10,524288,2,0.0907745
KD Tree,uniform,25,524288,2,0.0895944
KD Tree,uniform,50,524288,2,0.10126
KD Tree,uniform,75,524288,2,0.101035
KD Tree,uniform,100,524288,2,0.110583
KD Tree,uniform,125,524288,2,0.10033
KD Tree,uniform,150,524288,2,0.106974
KD Tree,uniform,175,524288,2,0.112395
KD Tree,uniform,200,524288,2,0.126265
KD Tree,uniform,10,524288,3,0.116476
KD Tree,uniform,25,524288,3,0.117294
KD Tree,uniform,50,524288,3,0.109642
KD Tree,uniform,75,524288,3,0.121206
KD Tree,uniform,100,524288,3,0.126218
KD Tree,uniform,125,524288,3,0.12249
KD Tree,uniform,150,524288,3,0.135213
KD Tree,uniform,175,524288,3,0.12336
KD Tree,uniform,200,524288,3,0.135738
KD Tree,uniform,10,524288,10,0.366145
KD Tree,uniform,25,524288,10,0.366008
KD Tree,uniform,50,524288,10,0.371012
KD Tree,uniform,75,524288,10,0.36579
KD Tree,uniform,100,524288,10,0.360864
KD Tree,uniform,125,524288,10,0.377377
KD Tree,uniform,150,524288,10,0.378067
KD Tree,uniform,175,524288,10,0.373152
KD Tree,uniform,200,524288,10,0.376135
Dumb,uniform,10,1048576,2,2.19378
Dumb,uniform,25,1048576,2,2.1805
Dumb,uniform,50,1048576,2,2.21343
Dumb,uniform,75,1048576,2,2.19175
Dumb,uniform,100,1048576,2,2.20064
Dumb,uniform,125,1048576,2,2.1936
Dumb,uniform,150,1048576,2,2.1892
Dumb,uniform,175,1048576,2,2.19303
Dumb,uniform,200,1048576,2,2.20457
Buckets,uniform,10,1048576,2,0.367619
Buckets,uniform,25,1048576,2,0.419966
Buckets,uniform,50,1048576,2,0.551089
Buckets,uniform,75,1048576,2,0.459284
Buckets,uniform,100,1048576,2,0.317711
Buckets,uniform,125,1048576,2,0.531868
Buckets,uniform,150,1048576,2,0.472799
Buckets,uniform,175,1048576,2,0.472344
Buckets,uniform,200,1048576,2,0.542237
Buckets,uniform,10,1048576,3,0.143351
Buckets,uniform,25,1048576,3,0.15183
Buckets,uniform,50,1048576,3,0.109643
Buckets,uniform,75,1048576,3,0.187779
Buckets,uniform,100,1048576,3,0.123956
Buckets,uniform,125,1048576,3,0.181535
Buckets,uniform,150,1048576,3,0.17905
Buckets,uniform,175,1048576,3,0.158098
Buckets,uniform,200,1048576,3,0.146028
Buckets,uniform,10,1048576,10,28.0951
Buckets,uniform,25,1048576,10,28.0134
Buckets,uniform,50,1048576,10,28.1624
Buckets,uniform,75,1048576,10,28.1333
Buckets,uniform,100,1048576,10,28.2519
Buckets,uniform,125,1048576,10,28.2416
Buckets,uniform,150,1048576,10,28.6676
Buckets,uniform,175,1048576,10,28.1437
Buckets,uniform,200,1048576,10,28.5787
Quad Tree,uniform,10,1048576,2,0.17698
Quad Tree,uniform,25,1048576,2,0.174379
Quad Tree,uniform,50,1048576,2,0.189797
Quad Tree,uniform,75,1048576,2,0.188181
Quad Tree,uniform,100,1048576,2,0.183453
Quad Tree,uniform,125,1048576,2,0.209869
Quad Tree,uniform,150,1048576,2,0.223364
Quad Tree,uniform,175,1048576,2,0.199362
Quad Tree,uniform,200,1048576,2,0.203085
KD Tree,uniform,10,1048576,2,0.180763
KD Tree,uniform,25,1048576,2,0.17763
KD Tree,uniform,50,1048576,2,0.186255
KD Tree,uniform,75,1048576,2,0.198407
KD Tree,uniform,100,1048576,2,0.190813
KD Tree,uniform,125,1048576,2,0.207266
KD Tree,uniform,150,1048576,2,0.206877
KD Tree,uniform,175,1048576,2,0.209217
KD Tree,uniform,200,1048576,2,0.225734
KD Tree,uniform,10,1048576,3,0.240719
KD Tree,uniform,25,1048576,3,0.231715
KD Tree,uniform,50,1048576,3,0.241244
KD Tree,uniform,75,1048576,3,0.241016
KD Tree,uniform,100,1048576,3,0.231536
KD Tree,uniform,125,1048576,3,0.218678
KD Tree,uniform,150,1048576,3,0.254967
KD Tree,uniform,175,1048576,3,0.259886
KD Tree,uniform,200,1048576,3,0.244975
KD Tree,uniform,10,1048576,10,0.738466
KD Tree,uniform,25,1048576,10,0.731506
KD Tree,uniform,50,1048576,10,0.728332
KD Tree,uniform,75,1048576,10,0.735069
KD Tree,uniform,100,1048576,10,0.737547
KD Tree,uniform,125,1048576,10,0.729901
KD Tree,uniform,150,1048576,10,0.712449
KD Tree,uniform,175,1048576,10,0.741324
KD Tree,uniform,200,1048576,10,0.735922
Dumb,uniform,10,2097152,2,4.52763
Dumb,uniform,25,2097152,2,4.59824
Dumb,uniform,50,2097152,2,4.59413
Dumb,uniform,75,2097152,2,4.63814
Dumb,uniform,100,2097152,2,4.58578
Dumb,uniform,125,2097152,2,4.61791
Dumb,uniform,150,2097152,2,4.5809
Dumb,uniform,175,2097152,2,4.57692
Dumb,uniform,200,2097152,2,4.57437
Buckets,uniform,10,2097152,2,1.10218
Buckets,uniform,25,2097152,2,1.02178
Buckets,uniform,50,2097152,2,1.01135
Buckets,uniform,75,2097152,2,0.88539
Buckets,uniform,100,2097152,2,1.03317
Buckets,uniform,125,2097152,2,0.952847
Buckets,uniform,150,2097152,2,1.05954
Buckets,uniform,175,2097152,2,0.879892
Buckets,uniform,200,2097152,2,0.973199
Buckets,uniform,10,2097152,3,0.255655
Buckets,uniform,25,2097152,3,0.399859
Buckets,uniform,50,2097152,3,0.317221
Buckets,uniform,75,2097152,3,0.325101
Buckets,uniform,100,2097152,3,0.265543
Buckets,uniform,125,2097152,3,0.334829
Buckets,uniform,150,2097152,3,0.319424
Buckets,uniform,175,2097152,3,0.339797
Buckets,uniform,200,2097152,3,0.331076
Buckets,uniform,10,2097152,10,51.5989
Buckets,uniform,25,2097152,10,51.5963
Buckets,uniform,50,2097152,10,51.4027
Buckets,uniform,75,2097152,10,51.5393
Buckets,uniform,100,2097152,10,51.2529
Buckets,uniform,125,2097152,10,51.8224
Buckets,uniform,150,2097152,10,51.2017
Buckets,uniform,175,2097152,10,51.4633
Buckets,uniform,200,2097152,10,52.1893
Quad Tree,uniform,10,2097152,2,0.364414
Quad Tree,uniform,25,2097152,2,0.369151
Quad Tree,uniform,50,2097152,2,0.380556
Quad Tree,uniform,75,2097152,2,0.367231
Quad Tree,uniform,100,2097152,2,0.394574
Quad Tree,uniform,125,2097152,2,0.4093
Quad Tree,uniform,150,2097152,2,0.426871
Quad Tree,uniform,175,2097152,2,0.401797
Quad Tree,uniform,200,2097152,2,0.405873
KD Tree,uniform,10,2097152,2,0.321104
KD Tree,uniform,25,2097152,2,0.364586
KD Tree,uniform,50,2097152,2,0.34227
KD Tree,uniform,75,2097152,2,0.361711
KD Tree,uniform,100,2097152,2,0.392646
KD Tree,uniform,125,2097152,2,0.350398
KD Tree,uniform,150,2097152,2,0.391196
KD Tree,uniform,175,2097152,2,0.392767
KD Tree,uniform,200,2097152,2,0.376806
KD Tree,uniform,10,2097152,3,0.476338
KD Tree,uniform,25,2097152,3,0.454593
KD Tree,uniform,50,2097152,3,0.414765
KD Tree,uniform,75,2097152,3,0.461623
KD Tree,uniform,100,2097152,3,0.49856
KD Tree,uniform,125,2097152,3,0.486502
KD Tree,uniform,150,2097152,3,0.485003
KD Tree,uniform,175,2097152,3,0.476643
KD Tree,uniform,200,2097152,3,0.464208
KD Tree,uniform,10,2097152,10,1.4578
KD Tree,uniform,25,2097152,10,1.46207
KD Tree,uniform,50,2097152,10,1.45505
KD Tree,uniform,75,2097152,10,1.37671
KD Tree,uniform,100,2097152,10,1.45845
KD Tree,uniform,125,2097152,10,1.45522
KD Tree,uniform,150,2097152,10,1.42731
KD Tree,uniform,175,2097152,10,1.46352
KD Tree,uniform,200,2097152,10,1.46988
